SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_7,SHAPE_8,SHAPE_9
188.4,0.512,0.445,2.388,1.148,1.792,0.939,3.172
178.3,0.526,0.455,2.251,1.196,1.730,0.973,3.200
188.3,0.482,0.434,2.220,1.218,1.740,0.950,3.033
182.5,0.471,0.453,2.412,1.192,1.814,0.969,3.158
172.4,0.516,0.475,2.485,1.145,1.846,0.953,3.261
175.0,0.491,0.457,2.424,1.198,1.899,0.943,3.192
194.6,0.694,0.430,2.245,0.989,1.535,1.030,3.161
193.6,0.537,0.417,2.313,1.161,1.740,0.957,3.066
175.2,0.519,0.462,2.332,1.130,1.900,0.894,3.232
180.7,0.514,0.442,2.420,1.242,1.809,0.981,3.124
178.2,0.491,0.452,2.341,1.268,1.875,1.013,3.042
184.6,0.510,0.439,2.478,1.171,1.935,1.013,3.169
175.8,0.492,0.445,2.367,1.264,1.904,0.922,3.274
181.5,0.493,0.452,2.303,1.151,1.705,0.915,3.235
180.2,0.605,0.431,2.350,1.077,1.724,0.996,3.006
194.6,0.477,0.450,2.429,1.202,1.910,0.937,3.100
187.5,0.594,0.435,2.297,1.070,1.611,0.984,3.277
172.3,0.563,0.450,2.295,1.160,1.719,0.964,3.276
188.5,0.685,0.449,2.140,1.039,1.580,0.946,3.102
192.5,0.527,0.449,2.256,1.100,1.857,0.894,3.310
186.4,0.537,0.459,2.349,1.082,1.772,0.927,3.223
192.1,0.563,0.439,2.293,1.061,1.678,0.925,3.191
184.1,0.492,0.425,2.307,1.220,1.784,0.953,3.131
187.0,0.537,0.460,2.348,1.014,1.748,0.923,3.274
193.1,0.498,0.451,2.387,1.206,1.831,0.950,3.174
184.5,0.492,0.447,2.537,1.142,1.893,1.026,3.213
183.2,0.546,0.452,2.311,1.140,1.843,0.917,3.148
191.1,0.658,0.458,2.355,0.938,1.711,0.904,3.308
194.3,0.571,0.446,2.336,1.048,1.703,0.988,3.221
176.8,0.506,0.453,2.356,1.247,1.742,1.007,3.050
174.8,0.588,0.445,2.289,1.146,1.719,0.950,3.042
168.5,0.543,0.448,2.363,1.159,1.782,0.952,3.156
185.6,0.476,0.426,2.374,1.281,1.815,0.968,3.129
176.2,0.548,0.455,2.498,1.179,1.742,0.983,3.270
176.5,0.505,0.479,2.440,1.155,1.819,0.929,3.305
191.6,0.618,0.430,2.246,1.007,1.740,0.895,3.136
181.2,0.601,0.464,2.367,1.032,1.707,0.940,3.330
192.8,0.629,0.449,2.115,1.062,1.644,0.908,3.163
193.7,0.587,0.432,2.262,1.133,1.614,0.956,3.215
181.1,0.506,0.471,2.457,1.149,1.895,0.962,3.148
175.9,0.542,0.475,2.302,1.086,1.952,0.879,3.415
179.0,0.483,0.472,2.413,1.218,1.880,0.923,3.183
185.4,0.660,0.450,2.093,1.042,1.547,0.969,3.114
175.8,0.523,0.458,2.373,1.219,1.722,0.976,3.197
183.6,0.584,0.466,2.286,1.136,1.697,0.967,3.147
185.1,0.530,0.434,2.506,1.148,1.910,0.990,3.015
181.1,0.620,0.452,2.301,1.063,1.626,0.959,3.319
165.6,0.513,0.465,2.387,1.164,1.903,0.942,3.238
187.2,0.554,0.455,2.310,1.168,1.574,0.954,3.255
173.9,0.522,0.461,2.537,1.187,1.833,0.983,3.167
181.9,0.537,0.472,2.358,1.125,1.776,0.938,3.330
194.2,0.551,0.431,2.379,1.096,1.763,0.900,2.949
205.6,0.714,0.447,2.180,0.931,1.479,0.927,3.218
185.4,0.467,0.462,2.389,1.186,1.805,0.914,3.250
186.4,0.498,0.428,2.331,1.164,1.773,0.945,3.154
176.4,0.470,0.464,2.394,1.187,1.966,0.934,3.006
180.6,0.499,0.468,2.417,1.196,1.866,0.943,3.260
188.6,0.506,0.428,2.377,1.224,1.781,0.960,3.101
190.1,0.569,0.438,2.335,1.200,1.778,0.973,3.207
192.6,0.566,0.437,2.221,1.169,1.752,0.977,3.051
181.0,0.484,0.450,2.487,1.163,1.873,0.968,3.053
180.9,0.624,0.442,2.349,1.068,1.760,0.959,3.199
181.6,0.563,0.461,2.287,1.104,1.867,0.987,3.091
180.7,0.525,0.459,2.476,1.127,1.841,0.944,3.253
179.8,0.464,0.447,2.468,1.371,1.939,1.006,3.114
178.3,0.507,0.458,2.561,1.167,1.874,0.978,3.232
179.3,0.534,0.451,2.414,1.128,1.781,0.909,3.114
188.8,0.552,0.449,2.264,1.199,1.573,0.960,3.329
180.9,0.497,0.452,2.426,1.141,1.820,0.918,3.255
188.5,0.523,0.468,2.392,1.056,1.768,0.899,3.247
184.2,0.621,0.441,2.256,1.093,1.745,0.882,3.092
194.8,0.622,0.442,2.204,0.975,1.580,0.913,3.224
170.4,0.489,0.461,2.355,1.221,1.998,0.997,3.137
186.2,0.529,0.452,2.203,1.155,1.709,0.900,3.143
188.3,0.484,0.447,2.178,1.176,1.816,0.888,3.054
181.9,0.477,0.460,2.419,1.204,1.853,0.942,3.259
179.1,0.513,0.447,2.380,1.157,1.821,0.948,3.167
177.1,0.546,0.457,2.409,1.041,1.816,0.894,3.309
179.2,0.490,0.450,2.365,1.174,1.794,0.940,3.150
178.5,0.543,0.442,2.364,1.192,1.677,0.985,3.264
177.3,0.580,0.446,2.375,1.113,1.929,1.002,3.085
172.5,0.536,0.446,2.378,1.141,1.674,0.936,2.943
180.5,0.511,0.448,2.398,1.158,1.816,0.947,3.252
190.7,0.509,0.435,2.332,1.173,1.764,0.892,3.033
189.5,0.546,0.443,2.245,1.145,1.735,0.923,3.166
178.2,0.596,0.428,2.378,1.071,1.725,0.973,3.204
187.0,0.540,0.440,2.238,1.173,1.755,0.887,3.247
185.0,0.516,0.474,2.274,1.128,1.787,0.946,3.251
181.1,0.611,0.451,2.336,1.085,1.697,0.928,3.233
190.8,0.476,0.456,2.462,1.192,1.840,0.903,3.255
174.7,0.488,0.454,2.315,1.269,1.804,0.936,3.022
185.0,0.463,0.476,2.397,1.064,1.846,0.899,3.456
188.6,0.578,0.434,2.266,1.069,1.686,0.970,3.178
181.3,0.535,0.439,2.325,1.194,1.819,0.960,3.055
184.1,0.523,0.448,2.483,1.175,1.801,1.006,3.281
180.6,0.518,0.466,2.418,1.129,1.724,0.930,3.145
175.5,0.532,0.460,2.574,1.133,1.946,0.939,3.226
190.3,0.575,0.452,2.325,1.021,1.703,0.899,3.281
167.0,0.524,0.461,2.450,1.106,1.931,0.979,3.227
180.5,0.491,0.470,2.463,1.149,1.915,0.934,3.319
187.2,0.533,0.435,2.332,1.037,1.831,0.912,3.175
183.7,0.501,0.463,2.477,1.073,1.859,0.902,3.155
174.8,0.608,0.442,2.309,1.179,1.689,1.039,3.097
193.1,0.506,0.441,2.390,1.155,1.792,0.964,3.130
176.5,0.507,0.461,2.374,1.251,1.934,0.905,3.165
185.8,0.500,0.453,2.303,1.154,1.958,1.006,3.147
194.8,0.527,0.447,2.420,1.068,1.816,0.836,3.293
195.9,0.563,0.443,2.254,1.062,1.814,0.903,3.200
172.5,0.522,0.461,2.473,1.040,1.760,0.892,3.265
177.7,0.484,0.492,2.432,1.242,1.863,0.963,3.292
185.2,0.477,0.440,2.339,1.177,1.895,0.953,3.047
178.9,0.610,0.458,2.239,1.162,1.716,1.003,3.171
184.5,0.471,0.449,2.463,1.184,1.816,0.947,3.087
184.3,0.531,0.463,2.439,1.112,1.830,0.954,3.180
175.8,0.506,0.450,2.291,1.161,1.909,1.050,3.109
186.3,0.539,0.454,2.449,1.033,1.895,1.006,3.245
188.9,0.581,0.447,2.123,1.065,1.757,0.959,3.214
181.1,0.544,0.456,2.241,1.140,1.890,0.943,3.130
182.4,0.641,0.440,2.255,1.088,1.565,0.986,3.275
178.5,0.490,0.451,2.348,1.096,1.899,0.966,3.136
181.5,0.516,0.454,2.307,1.231,1.813,0.965,3.079
181.3,0.543,0.419,2.426,1.079,1.679,0.973,3.094
194.5,0.516,0.445,2.204,1.112,1.735,0.917,3.258
182.3,0.582,0.426,2.270,1.184,1.694,1.018,3.111
176.5,0.499,0.447,2.480,1.195,1.738,0.967,3.124
187.8,0.639,0.438,2.253,1.051,1.648,0.970,3.173
182.8,0.499,0.445,2.305,1.206,1.829,0.969,3.234
179.2,0.519,0.416,2.267,1.106,1.768,0.885,3.023
184.5,0.573,0.424,2.278,1.110,1.714,0.998,3.064
201.7,0.677,0.421,2.152,0.999,1.491,1.039,3.120
192.7,0.552,0.435,2.300,1.122,1.640,1.024,3.163
179.3,0.524,0.470,2.378,1.146,1.815,0.932,3.219
178.0,0.556,0.442,2.311,1.130,1.836,1.024,3.038
188.6,0.511,0.447,2.389,1.119,1.755,0.954,3.135
187.7,0.476,0.452,2.365,1.177,1.819,0.947,3.006
184.7,0.496,0.458,2.462,1.180,1.829,0.941,3.170
176.5,0.519,0.452,2.509,1.110,1.733,0.870,3.166
189.8,0.510,0.453,2.290,1.236,1.799,0.977,3.119
177.2,0.503,0.463,2.350,1.198,1.624,0.963,3.069
180.9,0.464,0.451,2.407,1.215,1.907,0.926,3.069
180.8,0.593,0.449,2.401,1.150,1.683,1.014,3.053
184.8,0.490,0.460,2.348,1.203,1.789,0.899,3.176
174.7,0.516,0.441,2.428,1.113,1.888,0.887,2.967
179.8,0.543,0.469,2.510,1.146,1.778,0.999,3.252
178.5,0.463,0.434,2.471,1.168,1.926,0.930,3.075
174.7,0.606,0.443,2.319,1.098,1.699,0.982,3.118
209.5,0.714,0.440,2.118,0.936,1.513,0.976,3.116
172.3,0.510,0.463,2.391,1.198,1.914,0.929,3.240
193.3,0.589,0.459,2.324,1.007,1.710,0.877,3.333
179.3,0.475,0.469,2.274,1.160,1.782,0.967,3.117
187.4,0.509,0.458,2.379,1.204,1.766,0.994,3.237
185.5,0.494,0.451,2.489,1.181,1.745,0.978,3.069
183.9,0.508,0.446,2.313,1.224,1.721,0.953,2.999
180.3,0.513,0.458,2.233,1.225,1.903,0.921,3.185
179.0,0.577,0.446,2.346,1.146,1.765,0.972,3.014
181.2,0.541,0.446,2.121,1.134,1.696,0.912,3.074
188.1,0.503,0.445,2.460,1.083,1.878,0.969,3.048
182.3,0.527,0.467,2.439,1.137,1.769,0.985,3.228
188.7,0.566,0.438,2.340,1.057,1.726,0.927,3.049
190.2,0.570,0.448,2.262,1.012,1.682,0.955,3.065
180.3,0.514,0.441,2.343,1.315,1.887,0.994,3.058
183.4,0.577,0.445,2.288,1.125,1.647,1.003,3.146
179.5,0.514,0.438,2.422,1.049,1.854,0.936,3.028
188.0,0.476,0.442,2.326,1.230,1.815,0.965,3.044
181.6,0.493,0.489,2.481,1.209,1.782,0.936,3.253
188.0,0.492,0.458,2.449,1.306,1.771,1.016,3.060
198.1,0.752,0.446,2.163,1.016,1.407,1.044,3.108
178.9,0.500,0.446,2.307,1.053,1.910,0.854,3.111
181.5,0.492,0.457,2.446,1.035,1.783,0.847,3.181
180.0,0.504,0.447,2.333,1.189,1.860,0.955,3.140
190.0,0.676,0.453,2.254,1.039,1.703,0.972,3.335
188.1,0.541,0.448,2.337,1.177,1.743,1.012,3.130
188.7,0.505,0.461,2.286,1.043,1.810,0.960,3.329
180.1,0.484,0.449,2.378,1.231,1.903,0.961,3.081
183.3,0.504,0.452,2.379,1.117,1.866,1.010,3.132
198.3,0.497,0.438,2.294,1.167,1.750,0.914,3.145
177.5,0.491,0.456,2.415,1.117,1.858,0.876,3.164
199.1,0.480,0.451,2.478,1.143,1.818,0.951,3.121
183.0,0.484,0.468,2.435,1.171,1.925,0.947,3.207
177.4,0.491,0.476,2.400,1.045,1.987,0.869,3.183
185.9,0.494,0.446,2.421,1.297,1.745,0.979,3.077
190.5,0.515,0.452,2.229,1.100,1.844,0.939,3.159
178.9,0.538,0.465,2.273,1.139,1.734,0.959,3.191
182.4,0.521,0.432,2.208,1.233,1.765,1.012,3.097
191.0,0.453,0.437,2.339,1.202,1.869,0.892,3.070
194.6,0.482,0.440,2.317,1.156,1.808,0.920,3.016
181.3,0.510,0.443,2.422,1.198,1.790,0.962,3.211
200.4,0.523,0.433,2.418,1.166,1.826,1.050,3.093
197.1,0.540,0.461,2.321,1.061,1.617,0.898,3.324
180.0,0.552,0.441,2.333,1.022,1.717,0.889,3.072
181.7,0.629,0.456,2.436,1.084,1.702,1.045,3.005
176.4,0.621,0.461,2.206,1.052,1.650,0.981,3.031
177.8,0.515,0.453,2.283,1.096,1.868,0.909,3.136
190.6,0.489,0.459,2.354,1.148,1.880,0.913,3.046
183.5,0.489,0.450,2.452,1.130,1.839,0.902,3.206
170.7,0.525,0.472,2.496,1.183,1.729,0.944,3.388
185.2,0.586,0.450,2.305,1.112,1.666,0.935,3.076
189.2,0.575,0.443,2.385,0.964,1.784,1.004,3.134
184.2,0.517,0.450,2.403,1.086,1.723,0.992,3.143
178.5,0.501,0.454,2.348,1.158,1.870,0.942,3.201
181.6,0.481,0.447,2.434,1.107,1.996,0.928,3.121
174.9,0.562,0.463,2.198,1.102,1.763,0.964,3.125
191.9,0.551,0.445,2.266,1.137,1.771,0.942,3.121
178.8,0.500,0.449,2.428,1.202,1.854,0.972,3.075
195.5,0.518,0.440,2.466,1.215,1.647,0.958,3.024
185.7,0.592,0.467,2.413,1.099,1.688,0.932,3.266
180.7,0.570,0.462,2.212,1.046,1.799,0.962,3.253
194.8,0.491,0.457,2.290,1.112,2.032,0.930,3.066
203.4,0.536,0.416,2.287,1.125,1.679,0.926,3.023
176.1,0.522,0.439,2.343,1.106,1.841,0.942,3.047
187.1,0.625,0.434,2.305,1.009,1.825,0.914,3.070
182.3,0.584,0.455,2.238,1.162,1.654,0.994,3.129
184.3,0.521,0.430,2.303,1.181,1.720,0.968,2.948
189.8,0.553,0.442,2.375,1.048,1.713,0.952,3.111
184.4,0.509,0.440,2.396,1.181,1.728,0.950,3.164
198.1,0.592,0.439,2.193,1.062,1.724,0.929,3.113
188.0,0.505,0.445,2.287,1.183,1.786,0.971,3.200
187.5,0.522,0.445,2.327,1.107,1.803,0.958,3.121
175.5,0.453,0.450,2.375,1.322,1.859,0.957,3.182
201.9,0.474,0.444,2.330,1.255,1.702,0.955,3.099
187.2,0.499,0.470,2.375,1.092,1.784,0.930,3.209
181.2,0.524,0.417,2.309,1.100,1.913,0.972,3.084
181.1,0.521,0.451,2.234,1.168,1.817,0.933,3.267
173.8,0.506,0.452,2.169,1.207,1.854,0.959,3.100
201.4,0.659,0.429,2.225,1.036,1.529,1.046,3.081
184.3,0.484,0.452,2.232,1.124,1.878,0.896,3.096
187.5,0.482,0.434,2.269,1.178,1.838,0.903,2.996
183.1,0.494,0.448,2.293,1.176,1.878,0.895,3.035
